product,indexer,ratingName,riskScore,minTax,quantityAvailable,puMinValue,bank,maturity_date
LCA,Pré-fixado,brAAA,12.0,11.75,1103356,100.0967157,BANCO BV,2029-03-01
CDB,Pós-fixado,brAAA,1.0,101.5,98903514,1.0,PAGBANK,2025-08-01
CDB,Pós-fixado,brAAA,1.0,101.25,99739724,1.0,PAGBANK,2025-07-01
CDB,Pós-fixado,brAAA,1.0,100.5,99679912,1.0,PAGBANK,2025-06-01
CDB,Pós-fixado,brAAA,1.0,100.0,195128,1000.0,BANCO XP,2027-04-01
CDB,Pós-fixado,brAAA,1.0,100.0,99737572,1.0,PAGBANK,2025-05-01
CDB,Pós-fixado,brAAA,1.0,100.0,9579,1000.0,BANCO VOLKSWAGEN,2026-04-01
CDB,Pós-fixado,brAAA,1.0,98.5,9855,1000.0,BANCO VOLKSWAGEN,2027-04-01
LCA,Pós-fixado,AAA,6.0,94.0,197058,1000.0,BANCO COOPERATIVO SICOOB,2030-03-01
LCA,Pós-fixado,AAA,5.0,93.0,19539,1000.0,BANCO COOPERATIVO SICOOB,2029-03-01
LCA,Pós-fixado,AAA,3.0,92.0,199950,1000.0,BANCO COOPERATIVO SICOOB,2028-03-01
LCA,Pós-fixado,AAA,2.0,91.0,19797,1000.0,BANCO COOPERATIVO SICOOB,2027-04-01
LCA,Pós-fixado,AAA,2.0,90.0,38763,1000.0,BANCO COOPERATIVO SICOOB,2026-04-01
LCA,Pós-fixado,,9.0,89.0,19792,1000.0,BANCO COOPERATIVO SICOOB,2026-01-01
CDB,Pré-fixado,A-,9.0,19.5,1,1360.374997,BANCO MASTER,2027-02-01
CDB,Pré-fixado,A-,9.0,19.5,3,1419.837167,BANCO MASTER,2026-10-01
CDB,Pré-fixado,A-,9.0,19.5,1,1380.039286,BANCO MASTER,2027-03-01
CDB,Pré-fixado,A-,9.0,19.5,128,1121.440556,BANCO MASTER DE INVESTIME,2026-11-01
CDB,Pré-fixado,A-,9.0,19.5,21,1404.670222,BANCO MASTER,2026-11-01
CDB,Pré-fixado,A-,11.0,19.5,2,1273.555714,BANCO MASTER,2027-09-01
CDB,Pré-fixado,A-,11.0,19.5,1,1047.088174,BANCO MASTER,2027-08-01
CDB,Pré-fixado,,11.0,19.5,3,991.4696428,WILL FINANCEIRA (MASTER),2026-11-01
CDB,Pré-fixado,A-,7.0,19.5,31,1396.672487,BANCO MASTER,2026-10-01
CDB,Pré-fixado,A-,11.0,19.5,41,1370.893995,BANCO MASTER,2027-06-01
CDB,Pré-fixado,A-,9.0,19.5,1,1399.586794,BANCO MASTER,2027-03-01
CDB,Pré-fixado,A-,9.0,19.5,4,1401.136004,BANCO MASTER,2027-03-01
