product,indexer,ratingName,riskScore,minTax,quantityAvailable,puMinValue,bank,maturity_date
CDB,Pós-fixado,,11.0,111.0,3372,1000.0,NEON FINANCEIRA,2028-05-01
CDB,Pós-fixado,,8.0,111.0,160,1000.0,AFINZ,2027-05-01
CDB,Pós-fixado,A.br,3.0,108.5,9756,1000.0,PICPAY,2028-05-01
CDB,Pós-fixado,A.br,4.0,108.5,2937,1000.0,PICPAY,2029-05-01
CDB,Pós-fixado,A.br,5.0,108.5,2875,1000.0,PICPAY,2030-05-01
CDB,Pós-fixado,,8.0,108.0,167,1000.0,AFINZ,2026-05-01
CDB,Pós-fixado,A.br,2.0,108.0,9745,1000.0,PICPAY,2027-05-01
CDB,Pós-fixado,A.br,2.0,107.75,1468,1000.0,PICPAY,2026-11-01
CDB,Pós-fixado,A.br,2.0,107.5,1003,1000.0,PICPAY,2026-05-01
CDB,Pós-fixado,brAAA,1.0,101.5,99246425,1.0,PAGBANK,2025-09-01
CDB,Pós-fixado,brAAA,1.0,101.25,99614528,1.0,PAGBANK,2025-08-01
CDB,Pós-fixado,brAAA,1.0,100.5,99753241,1.0,PAGBANK,2025-07-01
CDB,Pós-fixado,brAAA,1.0,100.0,620934,1000.0,BANCO XP,2027-05-01
CDB,Pós-fixado,brAAA,1.0,100.0,9517,1000.0,BANCO VOLKSWAGEN,2026-05-01
CDB,Pós-fixado,brAAA,1.0,100.0,99731003,1.0,PAGBANK,2025-06-01
CDB,Pós-fixado,AA+,2.0,99.5,4985,1000.0,PORTOSEG CREDITO FINA,2025-11-01
CDB,Pós-fixado,brAAA,1.0,98.5,9994,1000.0,BANCO VOLKSWAGEN,2027-05-01
LCA,Pós-fixado,AAA,5.0,94.0,96968,1000.0,BANCO COOPERATIVO SICOOB,2030-05-01
LCI,Pós-fixado,brAAA,2.0,92.0,1000,5000000.0,CEF,2027-05-01
LCI,Pós-fixado,brAAA,2.0,91.0,1000,1000000.0,CEF,2027-05-01
LCI,Pós-fixado,brAAA,2.0,91.0,148095,1000.0,BANCO XP,2026-05-01
LCA,Pós-fixado,AAA,4.0,91.0,50000,1000.0,BANCO COOPERATIVO SICOOB,2029-05-01
LCI,Pós-fixado,brAAA,2.0,90.5,1000,500000.0,CEF,2027-05-01
LCI,Pós-fixado,brAAA,2.0,90.0,1000,250000.0,CEF,2027-05-01
LCA,Pós-fixado,AAA,3.0,90.0,49985,1000.0,BANCO COOPERATIVO SICOOB,2028-05-01
LCA,Pós-fixado,AAA,2.0,89.0,49995,1000.0,BANCO COOPERATIVO SICOOB,2027-05-01
LCA,Pós-fixado,AAA,2.0,88.0,19924,1000.0,BANCO COOPERATIVO SICOOB,2026-05-01
LCA,Pós-fixado,AAA,2.0,87.0,19836,1000.0,BANCO COOPERATIVO SICOOB,2025-11-01
CDB,Pós-fixado,,11.0,113.0,3765,1000.0,PERNAMBUCANAS FINANCIADOR,2028-05-01
CDB,Pós-fixado,,8.0,110.0,3891,1000.0,PERNAMBUCANAS FINANCIADOR,2027-05-01
CDB,Pós-fixado,,12.0,108.0,19950,1000.0,MIDWAY,2030-05-01
CDB,Pós-fixado,,11.0,108.0,20000,1000.0,MIDWAY,2029-05-01
CDB,Pós-fixado,,11.0,108.0,20000,1000.0,MIDWAY,2028-05-01
CDB,Pós-fixado,brBBB,8.0,107.5,9927,1000.0,ORIGINAL,2028-05-01
CDB,Pós-fixado,brBBB,7.0,106.5,3884,1000.0,ORIGINAL,2027-05-01
LCA,Pré-fixado,brAAA,9.0,11.5,836412,100.2854869,BANCO BV,2029-03-01
LCD,Pós-fixado,AAA,6.0,94.0,1548,999.3874071,,2030-05-01
LCD,Pós-fixado,AAA,3.0,92.0,10000,1078.817987,,2027-12-01
LCD,Pós-fixado,AAA,2.0,91.0,10000,1069.324113,,2026-12-01
LCD,Pós-fixado,AAA,2.0,90.0,10000,1066.197188,,2026-06-01
CDB,Pré-fixado,A,2.0,17.01,1573,1.23674853,BMG,2025-11-01
CDB,Pré-fixado,A,3.0,16.44,496,1.22035045,BMG,2026-06-01
LCA,Pré-fixado,brAA+,4.0,13.0,16908,0.01084973,DAYCOVAL,2027-01-01
LCA,Pré-fixado,brAAA,7.0,12.92,18,103.6325555,BANCO BV,2028-02-01
CDB,Inflação,A,2.0,10.0,30001,1.24797977,BMG,2025-07-01
CDB,Inflação,A,2.0,8.56,894,1.13521342,BMG,2026-04-01
CDB,Inflação,brAAA,3.0,8.0,3,1501.97251749,BANCO PAN,2027-01-01
CDB,Inflação,brAAA,3.0,8.0,50,1481.98734083,BANCO PAN,2027-01-01
CDB,Inflação,brAAA,2.0,8.0,11,1588.11742223,BANCO PAN,2026-11-01
CDB,Inflação,brAAA,3.0,8.0,3,1557.92048979,BANCO PAN,2026-12-01
CDB,Inflação,brAAA,3.0,8.0,20,1489.93921395,BANCO PAN,2027-02-01
CDB,Inflação,brAAA,3.0,8.0,26,1523.05832186,BANCO PAN,2027-03-01
CDB,Inflação,A,4.0,7.53,5639,1.1225918,BMG,2027-11-01
CDB,Inflação,A,4.0,7.51,20668,1.59143064,BMG,2027-11-01
CDB,Inflação,A,4.0,7.5,73,1.4670803,BMG,2028-01-01
CDB,Inflação,A,4.0,7.5,3000,1.5750565,BMG,2027-11-01
CDB,Inflação,A,4.0,7.5,63816,1.43203438,BMG,2028-02-01
CDB,Inflação,A,4.0,7.5,3754,1.55275665,BMG,2027-12-01
CDB,Inflação,A,4.0,7.5,439,1.43162348,BMG,2028-02-01
CDB,Inflação,A,4.0,7.5,1779,1.45200168,BMG,2027-12-01
CDB,Inflação,A,4.0,7.5,47080,1.49029582,BMG,2027-12-01
CDB,Inflação,A,4.0,7.5,2509,1.48592912,BMG,2028-02-01
CDB,Inflação,A,4.0,7.5,1731,1.07338862,BMG,2027-11-01
CDB,Inflação,A,4.0,7.5,85423,1.58531602,BMG,2027-11-01
CDB,Inflação,A,4.0,7.5,72346,1.58658751,BMG,2027-11-01
CDB,Inflação,A,4.0,7.5,248,1.13327189,BMG,2028-02-01
CDB,Inflação,A,6.0,7.0,1874,1.33756436,BMG,2028-12-01
CDB,Inflação,A,7.0,7.0,519,1.07190676,BMG,2029-07-01
CDB,Pós-fixado,AAA.br,1.0,125.14,145,1.18003712,NUBANK,2025-11-01
CDB,Pós-fixado,A,3.0,120.0,110,1.25962665,BMG,2028-04-01
CDB,Pós-fixado,A,3.0,120.0,151,1.3040442,BMG,2028-01-01
CDB,Pré-fixado,A-,23.0,18.0,28219,1.31645998,Banco Master,2031-01-01
CDB,Pré-fixado,A-,14.0,17.5,217,1.3841685,Banco Master,2028-06-01
CDB,Inflação,brA,2.0,8.13,137,1462.52236322,PINE,2026-09-01
CDB,Inflação,BBB+,7.0,8.13,2,1121.84899935,FIBRA,2026-09-01
CDB,Inflação,BBB+,7.0,8.08,33,1062.81568352,FIBRA,2026-10-01
CDB,Inflação,brA,2.0,8.08,98,1662.57982265,PINE,2026-10-01
CDB,Inflação,brA,2.0,8.07,34,1651.09121894,PINE,2026-10-01
CDB,Inflação,BBB+,7.0,8.07,20,1112.57405589,FIBRA,2026-10-01
CDB,Inflação,brA,2.0,8.07,71,1645.20243288,PINE,2026-10-01
CDB,Inflação,brA,2.0,8.04,3,1464.99386043,PINE,2026-11-01
CDB,Inflação,AA-.br,2.0,8.03,3,1205.56749369,AGIBANK,2026-11-01
CDB,Inflação,brA,2.0,8.03,3,1637.27103157,PINE,2026-11-01
CDB,Inflação,brA,2.0,8.02,10,1331.73607884,PINE,2026-11-01
CDB,Inflação,AA-.br,2.0,8.02,5,1194.41125048,AGIBANK,2026-11-01
CDB,Inflação,,8.0,8.0,18,1066.50767466,FIBRA,2026-12-01
CDB,Inflação,BBB+,8.0,8.0,91,1485.42565854,FIBRA,2027-03-01
CDB,Inflação,BBB+,8.0,8.0,2,1521.63575603,FIBRA,2027-03-01
CDB,Inflação,BBB+,8.0,8.0,2,1505.01498718,FIBRA,2027-04-01
CDB,Inflação,AA-.br,3.0,8.0,4,1142.23488503,AGIBANK,2027-03-01
CDB,Inflação,BBB+,7.0,8.0,11,1345.34260207,FIBRA,2026-11-01
CDB,Inflação,brA,3.0,8.0,16,1039.99709132,PINE,2027-03-01
CDB,Inflação,BBB+,8.0,8.0,12,1260.91751863,FIBRA,2027-03-01
CDB,Inflação,brBBB,8.0,8.0,4,1410.14801759,ORIGINAL,2027-02-01
CDB,Inflação,BBB+,8.0,8.0,15,1095.05536553,FIBRA,2026-12-01
CDB,Inflação,AA-.br,3.0,8.0,8,1052.3630646,AGIBANK,2027-01-01
CDB,Inflação,BBB+,8.0,8.0,10,1460.188463,FIBRA,2027-03-01
CDB,Inflação,BBB+,8.0,8.0,156,1458.1389388,FIBRA,2027-03-01
CDB,Inflação,brA,3.0,8.0,7,1692.34222953,PINE,2027-04-01
CDB,Inflação,brA,3.0,8.0,5,1632.53656119,PINE,2027-04-01
CDB,Inflação,AA-.br,3.0,8.0,54,1053.86000502,AGIBANK,2027-01-01
CDB,Inflação,BBB+,8.0,8.0,5,1518.69756674,FIBRA,2027-01-01
CDB,Inflação,brA,3.0,8.0,16,1662.94262918,PINE,2027-01-01
CDB,Inflação,BBB+,8.0,8.0,21,1488.08502067,FIBRA,2027-02-01
CDB,Inflação,AA-.br,3.0,8.0,72,1055.42081862,AGIBANK,2027-01-01
CDB,Inflação,brA,3.0,8.0,2,1588.47900413,PINE,2027-03-01
CDB,Inflação,BBB+,8.0,8.0,34,1482.17166671,FIBRA,2027-03-01
CDB,Inflação,BBB+,8.0,8.0,20,1123.17876617,FIBRA,2027-04-01
CDB,Inflação,AA-.br,3.0,8.0,6,1158.72125583,AGIBANK,2026-12-01
CDB,Inflação,brBBB,8.0,8.0,22,1396.40996589,ORIGINAL,2027-02-01
CDB,Inflação,brA,3.0,8.0,2,1125.02572629,PINE,2027-03-01
CDB,Inflação,AA-.br,3.0,8.0,2,1130.589032,AGIBANK,2027-03-01
CDB,Inflação,brA,3.0,8.0,6,1134.79569214,PINE,2027-02-01
CDB,Inflação,brA,3.0,8.0,3,1625.46314557,PINE,2027-02-01
CDB,Inflação,AA-.br,3.0,8.0,92,1143.29776802,AGIBANK,2027-03-01
CDB,Inflação,BBB+,8.0,8.0,23,1504.20412707,FIBRA,2027-03-01
CDB,Inflação,AA-.br,4.0,7.74,2,1566.41078931,AGIBANK,2027-08-01
CDB,Inflação,AA-.br,4.0,7.74,169,1549.51722549,AGIBANK,2027-08-01
CDB,Inflação,AA-.br,4.0,7.73,4,1579.31153492,AGIBANK,2027-08-01
CDB,Inflação,AA-.br,4.0,7.73,3,1566.12282081,AGIBANK,2027-08-01
CDB,Inflação,AA-.br,4.0,7.73,1,1556.32089943,AGIBANK,2027-08-01
CDB,Inflação,AA-.br,4.0,7.72,1,1537.57119434,AGIBANK,2027-08-01
CDB,Inflação,AA-.br,4.0,7.72,3,1560.28012947,AGIBANK,2027-08-01
CDB,Inflação,AA-.br,4.0,7.71,23,1537.19975136,AGIBANK,2027-08-01
CDB,Inflação,AA-.br,4.0,7.7,20,1223.86942992,AGIBANK,2027-10-01
CDB,Inflação,brA,4.0,7.64,5,1080.14743085,PINE,2027-09-01
CDB,Inflação,brA,4.0,7.63,7,1072.73508639,PINE,2027-09-01
CDB,Inflação,,8.0,7.62,18,1456.34482285,PINE,2027-09-01
CDB,Inflação,brA,4.0,7.61,8,1075.29928083,PINE,2027-10-01
CDB,Inflação,AA-.br,4.0,7.6,56,1222.05715174,AGIBANK,2027-10-01
CDB,Inflação,AA-.br,4.0,7.57,46,1222.51458718,AGIBANK,2027-10-01
CDB,Inflação,BBB+,9.0,7.56,81,1106.04975896,FIBRA,2027-10-01
CDB,Inflação,brA,4.0,7.55,1,1345.13734056,PINE,2028-01-01
CDB,Inflação,BBB+,9.0,7.55,7,1444.16437542,FIBRA,2027-10-01
CDB,Inflação,AA-.br,4.0,7.54,47,1213.35356522,AGIBANK,2027-11-01
CDB,Inflação,brA,4.0,7.53,12,1069.67998657,PINE,2027-11-01
CDB,Inflação,brA,4.0,7.53,16,1319.51936271,PINE,2027-11-01
CDB,Inflação,AA-.br,4.0,7.52,4,1209.92552747,AGIBANK,2027-11-01
CDB,Inflação,AA-.br,4.0,7.52,2,1209.10193264,AGIBANK,2027-11-01
CDB,Inflação,brA,4.0,7.52,8,1068.97397563,PINE,2027-11-01
CDB,Inflação,,11.0,7.5,4,1331.57231585,SOCINAL CRED FINANC E,2027-11-01
CDB,Inflação,brA,4.0,7.5,1,1494.21632393,PINE,2028-01-01
CDB,Inflação,brA,4.0,7.5,12,1489.63365327,PINE,2028-03-01
CDB,Inflação,AA-.br,4.0,7.5,15,1149.83152228,AGIBANK,2027-12-01
CDB,Inflação,brA,4.0,7.5,68,1134.22649946,PINE,2028-03-01
CDB,Inflação,AA-.br,4.0,7.5,1,1143.84054701,AGIBANK,2028-01-01
CDB,Inflação,AA-.br,4.0,7.5,2,1146.53537841,AGIBANK,2028-03-01
CDB,Inflação,,11.0,7.5,4,1036.71173052,Banco Master,2028-02-01
CDB,Inflação,BBB+,9.0,7.5,5,1169.80521736,FIBRA,2027-11-01
CDB,Inflação,AA-.br,4.0,7.5,1,1142.21123355,AGIBANK,2028-01-01
CDB,Inflação,BBB+,9.0,7.5,40,1100.22363233,FIBRA,2027-11-01
CDB,Inflação,brA,4.0,7.5,1,1441.85815241,PINE,2028-03-01
CDB,Inflação,BBB+,9.0,7.5,6,1354.48119688,FIBRA,2027-11-01
CDB,Inflação,brA,4.0,7.5,100,1420.91979066,PINE,2028-03-01
CDB,Inflação,brA,4.0,7.5,2,1461.9605272,PINE,2028-01-01
CDB,Inflação,brA,4.0,7.5,19,1493.14767463,PINE,2028-03-01
CDB,Inflação,BBB+,9.0,7.5,32,1357.0742267,FIBRA,2027-11-01
CDB,Inflação,BBB+,9.0,7.5,15,1350.23503244,FIBRA,2027-11-01
CDB,Inflação,AA-.br,4.0,7.5,1,1163.79819618,AGIBANK,2027-12-01
CDB,Inflação,AA-.br,4.0,7.5,1,1150.68547059,AGIBANK,2027-12-01
CDB,Inflação,BBB+,9.0,7.5,33,1123.02761587,FIBRA,2028-05-01
CDB,Inflação,BBB+,10.0,7.48,1,1100.03712921,FIBRA,2028-06-01
CDB,Inflação,BBB+,10.0,7.45,1,1121.75204352,FIBRA,2028-06-01
