product,indexer,ratingName,riskScore,minTax,quantityAvailable,puMinValue,bank,maturity_date
LCA,Pré-fixado,AAA,6.0,12.75,15584,1000.3578,BANCO DLL,2027-04-01
LCA,Pré-fixado,AAA,9.0,12.5,68627,973.2784445,BANCO DLL,2028-05-01
LCA,Pré-fixado,AAA,6.0,12.5,39945,983.3244205,BANCO DLL,2027-04-01
LCA,Pré-fixado,brAAA,12.0,11.52,975200,100.2737901,BANCO BV,2029-03-01
CDB,Pós-fixado,,9.0,111.0,1858,1000.0,AFINZ,2027-05-01
CDB,Pós-fixado,,9.0,108.0,389,1000.0,AFINZ,2026-05-01
CDB,Pós-fixado,brAAA,1.0,101.5,99015443,1.0,PAGBANK,2025-09-01
CDB,Pós-fixado,brAAA,1.0,101.25,99669388,1.0,PAGBANK,2025-08-01
CDB,Pós-fixado,brAAA,1.0,100.5,99889932,1.0,PAGBANK,2025-07-01
CDB,Pós-fixado,brAAA,1.0,100.0,394013,1000.0,BANCO XP,2027-05-01
CDB,Pós-fixado,brAAA,1.0,100.0,9522,1000.0,BANCO VOLKSWAGEN,2026-05-01
CDB,Pós-fixado,brAAA,1.0,100.0,99768943,1.0,PAGBANK,2025-06-01
CDB,Pós-fixado,AAA.br,3.0,99.0,5000,1000.0,BANCO RCI BRASIL,2028-05-01
CDB,Pós-fixado,brAAA,1.0,98.5,9973,1000.0,BANCO VOLKSWAGEN,2027-05-01
CDB,Pós-fixado,AAA.br,2.0,97.5,5000,1000.0,BANCO RCI BRASIL,2027-05-01
LCD,Pós-fixado,AAA,6.0,94.0,64974,997.3132744,,2030-05-01
LCA,Pós-fixado,AAA,6.0,94.0,42031,1000.0,BANCO COOPERATIVO SICOOB,2030-04-01
LCD,Pós-fixado,brAAA,6.0,93.0,46846,10391.48468,,2030-03-01
LCA,Pós-fixado,AAA,5.0,93.0,49827,1000.0,BANCO COOPERATIVO SICOOB,2029-04-01
LCD,Pós-fixado,brAAA,5.0,92.0,32941,10336.76111,,2029-03-01
LCI,Pós-fixado,brAAA,2.0,91.0,143157,1000.0,BANCO XP,2026-05-01
LCA,Pós-fixado,AAA,3.0,91.0,49931,1000.0,BANCO COOPERATIVO SICOOB,2028-04-01
LCA,Pós-fixado,AAA,2.0,90.0,49939,1000.0,BANCO COOPERATIVO SICOOB,2027-04-01
LCA,Pós-fixado,AAA,2.0,89.0,49990,1000.0,BANCO COOPERATIVO SICOOB,2026-04-01
LCA,Pós-fixado,AAA,2.0,89.0,49695,1000.0,BANCO COOPERATIVO SICOOB,2026-02-01
CDB,Pré-fixado,A-,16.0,19.0,4,1307.725079,BANCO MASTER,2028-11-01
CDB,Pré-fixado,A-,11.0,19.0,1,1113.725654,BANCO MASTER,2027-09-01
CDB,Pré-fixado,A-,19.0,19.0,1,948.152528,BANCO MASTER DE INVESTIME,2030-01-01
CDB,Pré-fixado,A-,25.0,19.0,3,814.3349322,MASTER,2031-08-01
CDB,Pré-fixado,A-,25.0,19.0,195,864.34188,MASTER,2031-05-01
CDB,Pré-fixado,,11.0,19.0,131,1015.749817,WILL FINANCEIRA (MASTER),2027-03-01
CDB,Pré-fixado,A-,14.0,19.0,2,1083.421841,BANCO MASTER,2028-06-01
CDB,Pré-fixado,A-,28.0,19.0,22,814.6035075,BANCO MASTER,2032-08-01
CDB,Pré-fixado,A-,26.0,19.0,57,818.7602059,BANCO MASTER,2032-05-01
CDB,Pré-fixado,A-,14.0,19.0,1,962.2466802,BANCO MASTER DE INVESTIME,2028-09-01
CDB,Pré-fixado,A-,17.0,19.0,1,1131.437365,BANCO MASTER,2029-10-01
CDB,Pré-fixado,A-,12.0,19.0,1,1255.502695,BANCO MASTER,2028-03-01
CDB,Pré-fixado,A-,25.0,19.0,1,827.0092585,BANCO MASTER,2031-09-01
CDB,Pré-fixado,A-,9.0,19.0,1,1378.771619,BANCO MASTER,2027-03-01
CDB,Pré-fixado,A-,23.0,19.0,264,857.0224365,MASTER,2031-01-01
